name,id
John Wayne,46189
Ward Bond,46189
John Turturro,10661
Donald Pleasence,22090
Jackie Chan,45408
Anthony Quinn,37412
Eric Roberts,15691
John Leguizamo,8645
Morgan Freeman,8909
Bess Flowers,1938
Anthony Quinn,29882
John Carradine,40630
Dennis Hopper,14349
Stellan Skarsgård,11631
Danny Glover,14414
Brian Cox,13541
Christopher Lee,13541
Dennis Hopper,10187
Willem Dafoe,13251
James Franco,10189
Stellan Skarsgård,15069
John Leguizamo,18056
Dennis Hopper,13300
Dennis Hopper,11671
Christopher Lee,12180
Samuel L. Jackson,12180
Christopher Lloyd,13956
Liam Neeson,60230
Donald Sutherland,60230
Donald Sutherland,31018
Alec Baldwin,31018
Gérard Depardieu,9381
Samuel L. Jackson,8285
Ward Bond,18539
Nicolas Cage,13184
Keith David,14075
Robert De Niro,13389
John Leguizamo,13389
Samuel L. Jackson,13279
Danny Trejo,16456
Dennis Hopper,16456
John Turturro,12412
John Leguizamo,12412
Donald Pleasence,1984
James Franco,14326
Donald Pleasence,50011
Brian Cox,13200
Danny Trejo,12683
Alec Baldwin,13596
Dennis Hopper,13948
Bess Flowers,83683
Charles Lane,83683
Irving Bacon,59403
Alec Baldwin,10527
Danny Glover,8338
Robert Duvall,20766
Christopher Lee,4701
Donald Pleasence,4701
John Wayne,120828
Malcolm McDowell,44283
Whoopi Goldberg,42884
John Turturro,21501
Samuel L. Jackson,14655
Ward Bond,37327
Malcolm McDowell,13053
John Carradine,32862
James Franco,10139
Robert Duvall,12193
Steve Buscemi,14248
Vincent Price,44626
John Carradine,116973
John Leguizamo,25852
Malcolm McDowell,20542
Liam Neeson,12429
John Carradine,70191
Danny Glover,9795
Christopher Lloyd,10199
Gérard Depardieu,13635
Irving Bacon,60542
Brian Cox,14076
James Earl Jones,250093
Danny Glover,14549
John Wayne,80193
John Hurt,10529
Willem Dafoe,50318
Keith David,14836
Brian Cox,14851
Anthony Quinn,111459
Ward Bond,37309
Willem Dafoe,7353
Samuel L. Jackson,14711
Dennis Hopper,49600
Christopher Plummer,15148
M. Emmet Walsh,15148
Keith David,15039
Alec Baldwin,18884
Brian Cox,18884
Christopher Plummer,18884
Max von Sydow,18884
John Wayne,36499
Danny Trejo,17317
Whoopi Goldberg,15670
John Wayne,206034
Bess Flowers,29117
Morgan Freeman,14979
Christopher Plummer,20421
John Wayne,53574
Frank Welker,27757
Nicolas Cage,13811
Vincent Price,52528
Bess Flowers,58076
Bess Flowers,47739
M. Emmet Walsh,13161
John Wayne,53828
Bess Flowers,53863
John Goodman,20048
Christopher Lee,82962
Samuel L. Jackson,16869
Harvey Keitel,16869
John Wayne,84908
Max von Sydow,24365
John Wayne,53624
Alec Baldwin,22152
John Wayne,23391
Christopher Lloyd,19350
James Earl Jones,10946
John Wayne,23590
John Wayne,65503
Stellan Skarsgård,13448
John Wayne,80592
Keenan Wynn,111752
Vincent Price,122160
Danny Trejo,13532
Robin Williams,18360
Bess Flowers,90799
Christopher Plummer,14160
John Goodman,13975
Willem Dafoe,17609
John Wayne,53622
John Turturro,18487
Christopher Walken,49767
Jackie Chan,18760
Robert Duvall,40509
Harry Dean Stanton,28110
Bess Flowers,89484
John Leguizamo,14938
Frank Welker,19508
John Hurt,8284
John Turturro,8373
Frank Welker,8373
Bess Flowers,35404
John Wayne,53906
John Leguizamo,8355
Alec Baldwin,10024
Whoopi Goldberg,10788
Danny Trejo,15423
Charles Lane,42659
John Wayne,62186
Bess Flowers,62186
John Wayne,22612
Christopher Plummer,68572
Christopher Plummer,8054
Stellan Skarsgård,9974
John Wayne,53830
Gérard Depardieu,39415
John Wayne,23286
John Wayne,53781
Harvey Keitel,31067
John Wayne,40797
John Wayne,40743
John Wayne,22602
John Wayne,40799
John Wayne,38107
Danny Trejo,21878
Christopher Walken,31913
John Goodman,14940
Steve Buscemi,19585
Nicolas Cage,19585
John Wayne,38662
Malcolm McDowell,24150
Christopher Lloyd,65990
Christopher Plummer,12244
John Wayne,140887
John Wayne,40979
John Leguizamo,20171
Michael Caine,22774
Frank Welker,11323
John Leguizamo,18501
Keith David,18501
Brian Cox,16873
Danny Glover,16873
Danny Trejo,16873
Bess Flowers,28299
Robin Williams,20178
Stellan Skarsgård,36800
Danny Trejo,23127
Brian Cox,23202
Bruce Willis,19959
Dennis Hopper,54191
Bruce Willis,18176
Keith David,23706
Malcolm McDowell,44630
Christopher Plummer,44630
Donald Sutherland,43990
John Hurt,12572
Christopher Lee,52941
Michael Caine,22447
Bess Flowers,43893
John Carradine,43893
Willem Dafoe,24418
Willem Dafoe,22821
Nicolas Cage,16577
Donald Sutherland,16577
Samuel L. Jackson,16577
Willem Dafoe,10315
Brian Cox,10315
Irving Bacon,108200
Charles Lane,108200
Danny Glover,14161
Nicolas Cage,11699
Steve Buscemi,28089
James Earl Jones,55628
Dennis Hopper,31002
Frank Welker,15400
Robin Williams,22640
Robin Williams,22949
Susan Sarandon,7980
Morgan Freeman,22954
Keith David,10198
John Goodman,10198
Robert De Niro,26171
Irving Bacon,28392
Harry Dean Stanton,61872
Alec Baldwin,22897
Robert Duvall,25196
Christopher Plummer,36811
Christopher Lee,17591
Harry Dean Stanton,24050
Steve Buscemi,65572
Steve Buscemi,22327
M. Emmet Walsh,22327
Willem Dafoe,19901
Malcolm McDowell,20504
Morgan Freeman,24271
Christopher Walken,24271
Whoopi Goldberg,26765
Robert De Niro,26765
Harry Dean Stanton,26765
Robin Williams,26765
Keith David,323111
Jackie Chan,21521
Willem Dafoe,44027
Jackie Chan,25676
Liam Neeson,17606
Harvey Keitel,25594
Gérard Depardieu,2395
Ward Bond,72241
John Carradine,22404
Ward Bond,17836
Bess Flowers,32130
Stellan Skarsgård,13522
Eric Roberts,31156
Eric Roberts,79509
James Earl Jones,79509
Robert De Niro,71825
Christopher Walken,71825
Bess Flowers,43333
Robert Duvall,33728
Max von Sydow,11324
Eric Roberts,20047
Bruce Willis,23742
Anthony Quinn,30298
Jackie Chan,23172
Jackie Chan,20083
Christopher Lee,12155
John Hurt,29182
Christopher Plummer,17277
Bess Flowers,61880
Michael Caine,25941
Charles Lane,36233
Susan Sarandon,12834
M. Emmet Walsh,45921
John Carradine,24973
John Leguizamo,31867
Bess Flowers,4933
Liam Neeson,28211
Liam Neeson,48336
Liam Neeson,18823
Christopher Lee,35939
Nicolas Cage,23483
Liam Neeson,16759
James Franco,35056
John Goodman,13417
Liam Neeson,36419
James Franco,22419
Ward Bond,39459
Irving Bacon,39459
M. Emmet Walsh,35689
Keith David,35689
Susan Sarandon,11761
Danny Glover,34803
Keith David,34803
Bess Flowers,44747
John Hurt,25832
Christopher Plummer,25338
Brian Cox,35656
Keenan Wynn,43381
Max von Sydow,32985
Anthony Quinn,44399
John Carradine,44399
Samuel L. Jackson,10138
Bess Flowers,198600
Brian Cox,5178
Susan Sarandon,36950
John Goodman,36950
Max von Sydow,20662
Bess Flowers,28575
Vincent Price,23050
Willem Dafoe,18516
Charles Lane,174784
Irving Bacon,174784
Bess Flowers,43317
Eric Roberts,36686
Charles Lane,25551
Samuel L. Jackson,38199
Susan Sarandon,80844
Bess Flowers,132928
Irving Bacon,88192
Keenan Wynn,42767
Liam Neeson,34544
Whoopi Goldberg,10193
Frank Welker,10193
Gérard Depardieu,35164
Frank Welker,10192
Harry Dean Stanton,24663
Eric Roberts,26916
Dennis Hopper,120529
Susan Sarandon,36691
Robert Duvall,59231
Bess Flowers,43449
James Earl Jones,76180
Danny Trejo,34851
Michael Caine,27205
Steve Buscemi,38365
Nicolas Cage,27022
Susan Sarandon,32395
Jackie Chan,38575
Christopher Plummer,30565
Bruce Willis,30565
Michael Caine,26652
Samuel L. Jackson,27581
Gérard Depardieu,52713
Bess Flowers,94618
Bess Flowers,98328
Christopher Lee,33195
Bess Flowers,46011
Eric Roberts,27578
Bruce Willis,27578
John Carradine,43821
Irving Bacon,43821
John Goodman,9503
Christopher Lloyd,43593
Robert Duvall,44718
Bess Flowers,108232
Bess Flowers,32196
Frank Welker,32638
Danny Trejo,23631
Robert De Niro,23631
Charles Lane,17966
Stellan Skarsgård,105737
Bess Flowers,80806
Irving Bacon,32552
Christopher Walken,4204
Anthony Quinn,69119
Bess Flowers,69119
Christopher Walken,55066
Ward Bond,66701
John Carradine,43804
Dennis Hopper,8886
Malcolm McDowell,37735
James Franco,38167
James Franco,38568
Bruce Willis,43939
Susan Sarandon,33909
Donald Pleasence,74714
Steve Buscemi,27023
John Carradine,59581
John Carradine,32021
John Wayne,117211
Robert De Niro,44113
Robert Duvall,27441
Bruce Willis,39514
Morgan Freeman,39514
Brian Cox,39514
James Franco,44115
Bess Flowers,80720
John Hurt,49953
John Wayne,40716
Liam Neeson,43539
John Hurt,12444
Keenan Wynn,43437
Bess Flowers,43437
Danny Glover,13834
Willem Dafoe,33996
Gérard Depardieu,6320
Liam Neeson,10140
Anthony Quinn,38340
Bess Flowers,121238
Bess Flowers,130424
Malcolm McDowell,44028
Max von Sydow,62789
Bess Flowers,34667
Irving Bacon,43855
Bess Flowers,43855
Bess Flowers,62567
Samuel L. Jackson,37080
Gérard Depardieu,31300
Christopher Lee,31283
Max von Sydow,48203
Christopher Walken,15740
Jackie Chan,35138
Robert De Niro,39451
Harvey Keitel,39451
Charles Lane,80054
Robert Duvall,56448
Bess Flowers,54430
Eric Roberts,48127
Whoopi Goldberg,49041
James Earl Jones,42243
Robin Williams,53079
James Franco,40805
Bess Flowers,64605
Steve Buscemi,51933
Nicolas Cage,23047
Christopher Lee,23047
Max von Sydow,79118
Stellan Skarsgård,55061
Keenan Wynn,18703
Bess Flowers,18703
James Franco,15316
Keenan Wynn,76229
Robert De Niro,51876
Bess Flowers,120357
John Hurt,471
Charles Lane,52844
Keith David,38033
John Carradine,122884
Ward Bond,122884
Robert De Niro,45485
Steve Buscemi,45485
Christopher Lee,36939
Stellan Skarsgård,36939
John Leguizamo,50348
M. Emmet Walsh,104364
Whoopi Goldberg,44944
Jackie Chan,52970
Liam Neeson,48138
Michael Caine,45772
John Wayne,43825
Keenan Wynn,91419
Irving Bacon,150712
Ward Bond,150712
Christopher Lee,50204
John Leguizamo,43552
Gérard Depardieu,15576
Bess Flowers,49844
M. Emmet Walsh,4704
Nicolas Cage,47327
Harry Dean Stanton,44896
John Wayne,56930
Anthony Quinn,56930
Stellan Skarsgård,31890
Michael Caine,33228
Anthony Quinn,33228
Donald Sutherland,27582
Donald Sutherland,49494
Samuel L. Jackson,56831
Frank Welker,22620
Frank Welker,47533
Christopher Plummer,13957
Liam Neeson,59248
Gérard Depardieu,51447
Irving Bacon,81751
Keenan Wynn,193547
Anthony Quinn,93528
John Wayne,104430
James Earl Jones,45046
Bess Flowers,131770
John Hurt,62215
Stellan Skarsgård,62215
Stellan Skarsgård,10195
Samuel L. Jackson,10195
John Wayne,40719
Irving Bacon,40719
Ward Bond,99920
Christopher Lee,50671
Donald Pleasence,3581
Christopher Lee,3581
Samuel L. Jackson,57586
Christopher Plummer,52032
John Carradine,106515
Charles Lane,106515
Christopher Walken,51209
John Wayne,28286
John Carradine,28286
Charles Lane,40041
Christopher Plummer,38321
Bess Flowers,43385
Irving Bacon,43385
Steve Buscemi,5937
Gérard Depardieu,47489
Irving Bacon,140995
Jackie Chan,49444
Christopher Plummer,55347
Keith David,41382
Bess Flowers,29877
Steve Buscemi,44219
Bess Flowers,131504
Charles Lane,74088
John Turturro,38356
Frank Welker,38356
Frank Welker,38356
James Franco,38319
Donald Sutherland,51540
Michael Caine,49013
John Turturro,49013
John Carradine,45215
Ward Bond,45215
Irving Bacon,48627
Gérard Depardieu,37832
Danny Glover,94725
John Hurt,12445
Max von Sydow,60899
Samuel L. Jackson,1771
Anthony Quinn,115425
James Earl Jones,74946
John Goodman,13931
Frank Welker,41513
Willem Dafoe,51735
Harvey Keitel,107246
Bess Flowers,111678
Dennis Hopper,12819
Danny Glover,12819
Nicolas Cage,83105
Christopher Plummer,83105
Nicolas Cage,33927
Bess Flowers,43792
Bess Flowers,76382
Irving Bacon,126922
Nicolas Cage,44257
Danny Trejo,51620
Keenan Wynn,120932
James Franco,61791
Brian Cox,61791
Nicolas Cage,35257
Irving Bacon,80771
Bess Flowers,111623
Gérard Depardieu,39413
Danny Trejo,55465
Danny Trejo,56288
Harvey Keitel,421510
James Franco,64832
Morgan Freeman,37430
John Carradine,27986
Anthony Quinn,79775
Christopher Lee,54797
John Goodman,48572
Vincent Price,28373
Brian Cox,38543
Stellan Skarsgård,24428
Samuel L. Jackson,24428
Harry Dean Stanton,24428
John Hurt,49517
Bess Flowers,74525
Michael Caine,42266
Irving Bacon,84299
Robert De Niro,49021
Donald Pleasence,52837
John Goodman,74643
Malcolm McDowell,74643
Vincent Price,47182
Bess Flowers,61645
Keith David,10005
John Hurt,62728
Whoopi Goldberg,45156
Bess Flowers,3966
Harry Dean Stanton,53487
John Carradine,83354
John Wayne,94623
Dennis Hopper,27642
Brian Cox,70196
Gérard Depardieu,79031
Donald Sutherland,72494
Christopher Lee,44826
Nicolas Cage,70578
John Hurt,37958
John Wayne,185292
Steve Buscemi,26738
John Leguizamo,26738
Bruce Willis,70586
John Wayne,61985
Danny Glover,72875
Jackie Chan,55292
Vincent Price,43252
John Carradine,43252
Dennis Hopper,43252
Donald Pleasence,48014
Whoopi Goldberg,64328
Malcolm McDowell,107327
Gérard Depardieu,64983
Bess Flowers,178452
Bess Flowers,85677
Bess Flowers,221346
Max von Sydow,64685
John Goodman,64685
John Hurt,28118
Steve Buscemi,75622
Robin Williams,65759
Christopher Plummer,80555
Irving Bacon,85639
Danny Trejo,91550
Bruce Willis,76163
Eric Roberts,46020
Donald Sutherland,70160
Michael Caine,49026
Morgan Freeman,49026
Liam Neeson,49026
Brian Cox,101173
Keenan Wynn,39287
Morgan Freeman,61896
Robert De Niro,62838
Christopher Plummer,65754
Stellan Skarsgård,65754
Christopher Lloyd,24833
Jackie Chan,50393
Whoopi Goldberg,75301
John Wayne,112655
Morgan Freeman,62837
Liam Neeson,75174
Vincent Price,26283
Anthony Quinn,94741
Bess Flowers,42990
Nicolas Cage,74998
John Leguizamo,54054
John Carradine,35663
Bess Flowers,130900
Michael Caine,118911
Bess Flowers,108222
Michael Caine,72545
Donald Pleasence,84259
John Carradine,110603
Willem Dafoe,70954
Nicolas Cage,71676
Morgan Freeman,26397
Robert Duvall,70876
Samuel L. Jackson,71254
Frank Welker,25831
Vincent Price,77076
John Carradine,18705
Willem Dafoe,49529
Donald Pleasence,3051
Willem Dafoe,45595
Susan Sarandon,82532
Robert De Niro,56591
Samuel L. Jackson,94204
Liam Neeson,57165
Willem Dafoe,86820
Eric Roberts,80432
Frank Welker,62764
Liam Neeson,44833
Vincent Price,28715
Stellan Skarsgård,73211
Vincent Price,37329
Keith David,73563
Christopher Lee,62213
Brian Cox,92493
Alec Baldwin,47479
Bess Flowers,76011
Irving Bacon,109016
Charles Lane,109016
Robert Duvall,111839
Alec Baldwin,94363
Danny Glover,77084
Donald Pleasence,106020
Bruce Willis,83666
Harvey Keitel,83666
Danny Trejo,68472
Frank Welker,13313
Alec Baldwin,81836
Bess Flowers,173891
Alec Baldwin,80585
Michael Caine,48747
Steve Buscemi,83770
Donald Pleasence,378452
John Leguizamo,57800
Keith David,208988
Samuel L. Jackson,208988
Danny Glover,66025
Michael Caine,32050
Donald Pleasence,32050
Danny Glover,51794
Donald Sutherland,83191
Robert De Niro,78571
John Wayne,16130
Christopher Lloyd,59296
Brian Cox,77953
Eric Roberts,79771
Jackie Chan,34800
Jackie Chan,21537
Jackie Chan,38034
John Goodman,77174
Jackie Chan,40572
Frank Welker,14128
Christopher Walken,83384
M. Emmet Walsh,71864
Christopher Lloyd,71668
Robert Duvall,27349
Donald Pleasence,27146
Bruce Willis,77948
Max von Sydow,112090
Bruce Willis,59967
Susan Sarandon,87428
Christopher Lee,126278
Susan Sarandon,84329
John Goodman,87825
Bess Flowers,88075
Charles Lane,43599
Michael Caine,191600
Susan Sarandon,60599
Stellan Skarsgård,53909
Stellan Skarsgård,68663
Robert De Niro,75638
Liam Neeson,82675
Christopher Plummer,223195
Morgan Freeman,101731
Christopher Walken,134738
Alec Baldwin,91250
Steve Buscemi,76492
John Hurt,283101
Samuel L. Jackson,288421
John Turturro,288421
John Goodman,68734
Christopher Walken,86838
Harry Dean Stanton,86838
Anthony Quinn,39779
Bruce Willis,75736
James Franco,122928
Gérard Depardieu,99770
Christopher Lee,75244
Keith David,83542
Susan Sarandon,83542
Malcolm McDowell,61012
Eric Roberts,127756
Bess Flowers,56558
Irving Bacon,56558
John Leguizamo,13078
Robert De Niro,82693
John Goodman,87502
Gérard Depardieu,87827
Malcolm McDowell,84194
Donald Pleasence,26405
Christopher Walken,121879
Robin Williams,32694
Nicolas Cage,127493
James Earl Jones,58790
Frank Welker,123025
Keith David,56928
Malcolm McDowell,73935
Alec Baldwin,81188
Alec Baldwin,30998
Charles Lane,89702
Keith David,130002
Jackie Chan,18666
Jackie Chan,46111
Jackie Chan,40829
Jackie Chan,46114
Danny Trejo,70863
Jackie Chan,18758
Jackie Chan,18735
Jackie Chan,19274
Jackie Chan,46124
Jackie Chan,18867
Danny Trejo,94380
Jackie Chan,38425
Jackie Chan,18741
Danny Trejo,91333
Harvey Keitel,152795
Jackie Chan,25539
Malcolm McDowell,44594
Jackie Chan,10044
Jackie Chan,18707
Jackie Chan,76349
Jackie Chan,45682
Dennis Hopper,36960
Keith David,142051
Christopher Lee,49051
Bruce Willis,84305
Malcolm McDowell,125490
Bruce Willis,139567
Robert Duvall,75780
Samuel L. Jackson,68718
Malcolm McDowell,139455
Max von Sydow,135390
Gérard Depardieu,63171
Morgan Freeman,50081
Irving Bacon,77775
Gérard Depardieu,193380
Bess Flowers,98262
Gérard Depardieu,151826
Christopher Lloyd,134132
Charles Lane,44668
Susan Sarandon,87496
Samuel L. Jackson,98339
James Franco,68812
Eric Roberts,92681
Frank Welker,142061
Christopher Lee,135921
Harry Dean Stanton,76640
James Franco,84309
John Carradine,100747
Danny Trejo,156717
Harvey Keitel,70829
John Carradine,42452
John Leguizamo,114562
Danny Glover,83890
Christopher Walken,121824
Bess Flowers,40767
Jackie Chan,98567
Bruce Willis,47964
Irving Bacon,144465
Liam Neeson,84330
Irving Bacon,126122
Susan Sarandon,134411
John Leguizamo,13442
Danny Trejo,28090
Robert De Niro,103162
Bruce Willis,72559
James Franco,68728
Nicolas Cage,49519
Eric Roberts,133183
Danny Glover,59883
Keenan Wynn,88812
Steve Buscemi,124459
James Franco,122081
Morgan Freeman,117263
Vincent Price,119001
Donald Sutherland,117923
John Goodman,51249
Donald Pleasence,96404
Eric Roberts,31389
Dennis Hopper,40798
M. Emmet Walsh,44895
Alec Baldwin,54994
Whoopi Goldberg,54994
Morgan Freeman,75612
Donald Sutherland,32599
Bess Flowers,82106
James Franco,109414
Susan Sarandon,19688
John Carradine,57849
Vincent Price,57849
Michael Caine,2966
James Franco,94901
Danny Trejo,60540
Jackie Chan,21522
John Goodman,116741
Bess Flowers,64143
John Goodman,109439
Christopher Lee,197481
Nicolas Cage,86843
James Franco,86843
Samuel L. Jackson,86843
Donald Pleasence,28271
Michael Caine,75656
Morgan Freeman,75656
James Franco,77805
Eric Roberts,77805
John Hurt,68297
Keith David,184125
Robert De Niro,87567
Susan Sarandon,87567
Robin Williams,87567
John Goodman,62211
Steve Buscemi,62211
Harvey Keitel,88057
Donald Sutherland,152742
Ward Bond,59584
Willem Dafoe,179826
Susan Sarandon,124071
Bess Flowers,108209
Keith David,404211
Malcolm McDowell,133339
Bess Flowers,30183
Robert De Niro,77663
Samuel L. Jackson,77950
Bruce Willis,146216
Brian Cox,146216
Irving Bacon,188468
Christopher Lee,160139
Alec Baldwin,160588
Gérard Depardieu,4548
Frank Welker,77931
Malcolm McDowell,23535
Steve Buscemi,109418
Charles Lane,18851
John Leguizamo,59859
Ward Bond,59589
Whoopi Goldberg,158999
James Earl Jones,158999
Keenan Wynn,26158
Robin Williams,132363
Nicolas Cage,199373
Morgan Freeman,250155
Vincent Price,77123
Eric Roberts,29231
Charles Lane,218212
Bess Flowers,176734
Susan Sarandon,214091
Alec Baldwin,219674
Christopher Lee,65114
Willem Dafoe,164457
Robert De Niro,112205
Christopher Lloyd,85509
Donald Sutherland,28320
Charles Lane,41349
Robert De Niro,74137
John Hurt,40950
John Hurt,34937
John Turturro,39243
Harvey Keitel,39243
Robert De Niro,127878
Robert Duvall,127878
Danny Glover,127878
Samuel L. Jackson,133931
Bess Flowers,249333
Keenan Wynn,210940
Eric Roberts,192160
Christopher Plummer,196355
Danny Glover,196355
Danny Glover,218381
Keith David,10598
Anthony Quinn,56290
Danny Trejo,106747
Stellan Skarsgård,91745
M. Emmet Walsh,273160
Irving Bacon,194516
Keith David,58631
Keenan Wynn,256396
M. Emmet Walsh,57725
Stellan Skarsgård,76338
Danny Trejo,44745
Robert Duvall,193212
Keith David,175574
Eric Roberts,64458
Christopher Lee,28592
Donald Sutherland,28592
Robert De Niro,137093
Morgan Freeman,137093
Malcolm McDowell,53318
Gérard Depardieu,4146
Alec Baldwin,193645
Donald Sutherland,101299
Michael Caine,129405
John Hurt,41602
Christopher Lee,3030
Morgan Freeman,25781
Stellan Skarsgård,31035
Christopher Plummer,107311
Michael Caine,201749
John Goodman,86829
James Franco,204082
Robert De Niro,168672
Brian Cox,152601
Whoopi Goldberg,47257
Frank Welker,47257
Donald Sutherland,47794
Donald Pleasence,47794
Brian Cox,210024
John Turturro,49852
Samuel L. Jackson,87516
Liam Neeson,109443
Whoopi Goldberg,174325
John Hurt,110415
Eric Roberts,158990
Whoopi Goldberg,27190
Jackie Chan,54861
Stellan Skarsgård,169881
Christopher Lee,14499
Keith David,119278
Robert De Niro,64807
Christopher Walken,230864
John Hurt,152603
Stellan Skarsgård,83678
Christopher Lee,40593
John Carradine,40593
Irving Bacon,95504
Bess Flowers,95504
Stellan Skarsgård,127560
Bess Flowers,90966
James Earl Jones,173467
John Goodman,173467
Harry Dean Stanton,4949
Danny Trejo,140174
John Leguizamo,168530
Samuel L. Jackson,240916
Max von Sydow,11188
Irving Bacon,114638
Malcolm McDowell,24475
Bess Flowers,114888
Bess Flowers,96482
Donald Sutherland,95093
Keith David,36299
Eric Roberts,36299
Christopher Lee,66892
Keith David,14028
John Goodman,152760
Liam Neeson,137106
Morgan Freeman,137106
Samuel L. Jackson,97020
Dennis Hopper,58427
Stellan Skarsgård,249397
Willem Dafoe,249397
Alec Baldwin,133021
John Goodman,133021
Nicolas Cage,157847
Dennis Hopper,31295
Willem Dafoe,120467
Harvey Keitel,120467
Michael Caine,157336
Liam Neeson,225574
M. Emmet Walsh,90517
Robert De Niro,242076
Gérard Depardieu,21788
Willem Dafoe,256731
Morgan Freeman,79893
James Franco,177494
Vincent Price,26286
Samuel L. Jackson,100402
Dennis Hopper,226247
Liam Neeson,227783
Charles Lane,4112
Steve Buscemi,63143
Jackie Chan,53168
Danny Trejo,145220
Danny Trejo,256474
John Wayne,40715
Susan Sarandon,197611
M. Emmet Walsh,157832
Irving Bacon,24006
Keenan Wynn,45588
Keenan Wynn,98136
Susan Sarandon,172340
Max von Sydow,25388
John Turturro,214030
Morgan Freeman,157353
John Carradine,166621
Frank Welker,12242
Keenan Wynn,139799
Bess Flowers,80918
Eric Roberts,85564
Nicolas Cage,242310
Danny Glover,242310
Danny Glover,137217
Michael Caine,61642
Danny Trejo,259879
James Franco,262338
Morgan Freeman,240832
James Franco,192132
John Leguizamo,212778
James Franco,158936
Christopher Walken,260202
Danny Trejo,58832
Keenan Wynn,92269
Frank Welker,258893
Liam Neeson,188161
Christopher Lloyd,188161
Gérard Depardieu,42200
Donald Pleasence,185949
John Hurt,185949
Alec Baldwin,177677
Danny Trejo,255268
Danny Glover,255268
Keenan Wynn,91245
Michael Caine,120653
Bess Flowers,42886
Robert Duvall,248688
Willem Dafoe,222935
John Hurt,94671
Robert Duvall,94671
Anthony Quinn,44631
Brian Cox,227700
Malcolm McDowell,208182
Charles Lane,240594
Christopher Walken,209451
Christopher Lee,58733
Frank Welker,91314
John Goodman,91314
Alec Baldwin,174319
John Turturro,174319
Keenan Wynn,118887
Susan Sarandon,226486
Robin Williams,152790
James Earl Jones,152790
Max von Sydow,32053
Danny Trejo,169298
Anthony Quinn,43499
Anthony Quinn,146919
Susan Sarandon,63358
Charles Lane,121234
John Hurt,184315
Brian Cox,282268
Willem Dafoe,157849
Christopher Walken,34469
Dennis Hopper,40990
Christopher Lloyd,27906
Christopher Plummer,61050
Stellan Skarsgård,252822
Jackie Chan,107891
Donald Pleasence,120212
Michael Caine,47517
Whoopi Goldberg,98566
Robin Williams,5800
Bruce Willis,189
Christopher Lloyd,189
Donald Sutherland,31937
Gérard Depardieu,197696
Eric Roberts,98250
Christopher Plummer,56364
John Carradine,286402
Susan Sarandon,283384
Donald Sutherland,283384
Liam Neeson,192145
James Franco,192145
John Turturro,244517
Steve Buscemi,288130
Danny Trejo,179799
John Wayne,166643
Liam Neeson,169917
Irving Bacon,29835
Donald Pleasence,67493
John Carradine,127798
John Carradine,295507
Stellan Skarsgård,254375
Christopher Plummer,254375
Gérard Depardieu,58509
Bruce Willis,241254
James Franco,152745
Danny Glover,43922
Charles Lane,169883
John Leguizamo,245891
Willem Dafoe,245891
Robert Duvall,205587
Keith David,75007
John Carradine,28437
Nicolas Cage,218043
Christopher Lloyd,142946
Anthony Quinn,274127
James Franco,152736
Irving Bacon,3937
Frank Welker,177572
Bess Flowers,115549
Danny Trejo,228326
Irving Bacon,38890
Danny Trejo,151933
Malcolm McDowell,275287
Harvey Keitel,34995
Christopher Lee,42542
Max von Sydow,74974
Bess Flowers,69204
John Leguizamo,77951
John Hurt,52010
Vincent Price,59101
Robert Duvall,71034
James Earl Jones,71034
Liam Neeson,17699
John Hurt,109809
Malcolm McDowell,25391
Michael Caine,207933
Harry Dean Stanton,27105
Donald Sutherland,109500
Vincent Price,47553
Michael Caine,69065
Eric Roberts,91316
Eric Roberts,171274
Christopher Lee,28778
Christopher Lee,30972
Donald Sutherland,131631
John Turturro,147441
Vincent Price,55152
Christopher Lee,55152
Frank Welker,17009
Christopher Plummer,233423
Christopher Lee,79544
M. Emmet Walsh,182349
John Carradine,56152
Vincent Price,56152
Charles Lane,66707
Bess Flowers,66707
Bess Flowers,64928
Morgan Freeman,227735
Gérard Depardieu,204768
Gérard Depardieu,201759
Christopher Lee,29596
James Earl Jones,151679
M. Emmet Walsh,151679
Danny Glover,241771
Donald Sutherland,87235
Christopher Lloyd,73452
Vincent Price,29060
Keenan Wynn,109441
Gérard Depardieu,58058
Eric Roberts,133831
Irving Bacon,121992
Bess Flowers,121992
Irving Bacon,81038
John Goodman,38636
John Leguizamo,299618
Bruce Willis,278086
Robin Williams,278086
Alec Baldwin,284293
Gérard Depardieu,40192
Bess Flowers,99922
Frank Welker,284995
John Leguizamo,79218
Christopher Lee,43450
Harvey Keitel,131194
Liam Neeson,253295
Nicolas Cage,297596
Malcolm McDowell,134375
Harvey Keitel,270005
Brian Cox,136278
Brian Cox,86305
Robin Williams,214086
Bess Flowers,43441
Christopher Lee,122917
John Hurt,60041
Liam Neeson,172391
Steve Buscemi,172391
Frank Welker,32916
Michael Caine,24486
Malcolm McDowell,15056
Whoopi Goldberg,284296
Frank Welker,17681
James Franco,228967
Anthony Quinn,177043
Samuel L. Jackson,207703
Michael Caine,207703
Robin Williams,181533
Irving Bacon,53527
Ward Bond,53527
Charles Lane,53527
Keenan Wynn,241804
Donald Pleasence,84729
Brian Cox,69787
Danny Trejo,227359
Robin Williams,286532
Christopher Lloyd,116977
Irving Bacon,95060
Malcolm McDowell,29628
Danny Glover,106136
Frank Welker,16460
Frank Welker,26728
James Earl Jones,232175
Bess Flowers,111317
