id_director,name
84866,Tricia Regan
37742,Gianfranco Parolini
202,Charlie Kaufman
15219,Marc Abraham
77309,Daniel Cohen
24508,Rodney McDonald
966288,Tony Martin
131608,Michael Henger
592701,Kari Juusonen
77147,John Erick Dowdle
545393,Shinji Sômai
74425,Theo Avgerinos
1591592,Buichi Saito
33045,J. Michael Straczynski
78106,Sara Barnes
1044541,Chukiat Sakveerakul
111869,Marc Rosenbush
125398,Leslie Arliss
52000,Todd Komarnicki
142411,Hideshi Hino
3125,Madonna
21598,Ralph Thomas
134804,Vernon Keays
112280,Yoshihiro Nishimura
112391,Veljko Bulajić
74924,Mabrouk El Mechri
587200,John Howley
84157,Moacyr Góes
213330,Juha Wuolijoki
116370,Matthew Diamond
2679,David Hackl
35087,Rupert Harvey
74619,Sean Anders
34970,Susan Montford
76347,Wayne Coyne
76350,George Salisbury
1191376,Eric Nazarian
61750,Matthias Glasner
150176,F. Richard Jones
82939,Toby Wilkins
933065,Jim VanBebber
66046,Lars Becker
70238,Chris Williams
76595,Byron Howard
75035,Olivier Megaton
89112,Anthony Leondis
72757,Steve McQueen
71300,Steve Wang
671520,Screaming Mad George
75570,Baillie Walsh
1118019,Iosif Kheifits
89602,Roscoe 'Fatty' Arbuckle
224442,Béla Balázs
112201,Sophie Fiennes
210872,David Mackay
191570,Phil Donahue
997700,Ellen Spiro
7722,Edward Neumeier
73875,Toa Fraser
145491,Yeşim Ustaoğlu
96042,Phillip Badger
86295,Marc F. Adler
86296,Jason Maurer
72253,Alfred Lot
27875,Alex van Warmerdam
107045,Masahiro Andô
54273,Philippe Claudel
1026383,Lodewijk Crijns
1270108,J.P. Howell
46000,Sandor Stern
937247,Vladan Nikolić
253066,Edward H. Griffith
128308,Yevgeni Sherstobitov
67447,Anthony Veiller
64750,Pascal Bonitzer
27073,Wang Quan'an
253241,Alan Spencer
30053,David Michael Latt
2878,C. Thomas Howell
144632,Zdravko Šotra
129422,Irving Cummings
51470,Nic Balthazar
76541,Ben Rock
575743,Tod Harrison Williams
129438,Jens Jonsson
81199,Sean McGinly
9048,Clark Gregg
170258,Richard Boden
75882,S.R. Bindler
121614,Kenneth Glenaan
80207,Kurt Kuenne
3310,Nick Moore
231085,Marcel Varnel
53427,Eric Guirado
85495,Jack Bernhard
56370,Ruben Östlund
33223,Hal Roach
237653,Jean-Daniel Pollet
260837,Jean Douchet
80006,Jon Knautz
229566,Laurent de Bartillat
63264,Bill Berry
74948,Todd Wilderman
9258,Steven Ford
103569,Peter Manoogian
104970,Rosemarie Turko
187067,David Allen
140286,Neal Sundstrom
64152,Robert Stevenhagen
114109,Matt Vancil
84827,Steven de Jong
56778,Stuart Townsend
937392,Oktay Ortabasi
138006,Frederick Wiseman
118303,Nacho Vigalondo
17458,Abdellatif Kechiche
203953,Eric Simonson
116096,Susan Dynner
574068,Magdalena Piekorz
4634,Jasmila Zbanic
3964,Patrick Tatopoulos
42205,Jag Mundhra
117662,Roland Mesa
68032,Steve Zacharias
89932,Benjamin Stoloff
75823,John Glenn
74436,Olly Blackburn
20605,Anno Saul
81201,Charles Guard
223886,Thomas Guard
79541,Blutch
79542,Charles Burns
79543,Marie Caillou
79544,Pierre Di Sciullo
79545,Lorenzo Mattotti
79546,Richard McGuire
1137536,Călin Peter Netzer
63928,Brian King
1021804,Tenny Wright
225014,Jukka-Pekka Valkeapää
65525,Howard McCain
64278,Michael Feifer
956123,Sergio Véjar
1292455,Laurie Weltz
63306,James Watkins
1047318,Paul Sen
77357,Rupert Wyatt
17582,Nikos Nikolaidis
932317,Małgorzata Szumowska
109445,Yavuz Turgul
109857,Thor Freudenthal
218873,Hiroshi Saitô
39647,Nadia Conners
39648,Leila Conners
1104819,Maciej Ślesicki
52606,Dennis Lee
77177,Fuminori Kizaki
139725,Gale Edwards
1777,Ross Katz
446988,Hesham Issawi
558007,Patrick Keiller
1741919,John Carter
68125,Frederic Golchan
21588,Richard Crudo
46466,Pieter Verhoeff
222142,Pekka Mandart
545261,Cassandra Nicolaou
88026,Bryan Goeres
150208,Jeff Balis
97555,Roel Reiné
55161,Michael Keusch
120572,Dan Eckman
115458,Phil Whitman
5844,Detlev Buck
21549,Chad Lowe
77362,Sheldon Wilson
121415,Walter Söderlund
20658,Naomi Kawase
932957,Dane Cannon
38393,Marcel Pagnol
91376,Charlie Nguyễn
591417,Lukasz Karwowski
1307,Bob Weinstein
59839,Harvey Weinstein
237079,Hiroshi Ishikawa
937775,Roger Cardinal
238954,Marc Allégret
994163,Lee Friedlander
15358,Vic Armstrong
14501,Peter Ustinov
44117,Andy Robin
52864,Gregg Kavet
144232,Gregg Bishop
63303,Peter Cornwell
999545,Dave Edwards
53069,Anna Boden
57207,Tony Jaa
19346,Niels Arden Oplev
1189128,Ray Cameron
43777,Roy Huggins
80762,Naoyuki Tomomatsu
67358,Jeff Buhler
83048,Eric Amadio
85598,Vikram Kumar
1037092,Cristian Nemescu
52343,Franck Mancuso
86523,Nina Paley
112914,David DeFalco
32689,Roman Zaluski
60949,Rob Schneider
1203482,Megan Simpson Huberman
75131,Nash Edgerton
1137217,Scott L. Flynn
8686,Sacha Gervasi
99346,Stephen Roberts
84929,Ed Blum
31140,Mary Stuart Masterson
55898,Elissa Down
87438,Seth Grossman
223066,Auli Mantila
122670,Tomasz Konecki
122671,Andrzej Saramonowicz
33364,Frederick Stephani
29924,John Shiban
939153,María Ripoll
1725998,Stefan Marc
13954,W.C. Fields
232313,Armand Lohikoski
118901,Simon Boyes
88926,Armando Iannucci
80978,Brian Goodman
1135789,Dez Vylenz
139107,Dan Wolman
980235,Jacques Meny
134101,Nacer Khemir
1035696,Matthiew Klinck
93723,Giulio Base
81850,Duncan Jones
129694,Paul Marcus
1055201,C.B. Rubin
230437,Raj Kumar Gupta
45133,Maria Speth
931600,Parris Patton
128476,Satoshi Miki
148620,Lewis D. Collins
1072285,Godfrey Cheshire
1184485,Jon Hart
1184486,Mathew Kaufman
87257,Cary Fukunaga
103931,Phil Rosen
33349,Derick Martini
1181874,Ivan Vyrypaev
83706,Duane Clark
105746,Philip Spink
1138117,Oskari Pastila
1030521,Tudor Giurgiu
81272,Jay Lowi
80170,Tadeusz Chmielewski
65817,Chris Fisher
67590,Mark Linfield
90070,Armand Schaefer
5016,Jan Harlan
1537022,Roman Załuski
135426,Edward Anderson
107276,Sergio Garrone
88718,Mack V. Wright
63198,Danny Draven
227333,Paris Leonti
160444,Robert Sparr
74623,Kyle Newman
2232,Michael Keaton
927798,Howard Alk
87672,Stephen Belber
84618,Tom Gustafson
82822,Phil Claydon
587204,Jan Batory
8721,Sylwester Checinski
16323,Gerard Zalewski
8723,Andrzej Herman
65569,Emmanuel Mouret
85340,Eric Lartigau
122452,Tom O'Horgan
49892,Fernando Di Leo
34672,David Elliot
77270,Tomm Coker
94108,Dennis Iliadis
1519411,Artur Więcek
77926,Masayuki
83923,Seiji Mizushima
59229,Damien Dante Wayans
77365,David Hollander
82511,Will Gluck
21669,Philippe Lioret
110109,Chandra Barot
119114,David Moore
8634,Jack Webb
92834,Randall Rubin
92837,Jon Schroder
80387,Priyadarshan
1373168,Stephen Bradley
24425,Serge Korber
993018,Jacek Bromski
75919,Hal Haberman
75920,Jeremy Passmore
130128,Jonas Elmer
64534,Isabelle Mergault
35785,Siddharth Anand
76927,Tommy Wirkola
579421,Arild Fröhlich
145130,Azazel Jacobs
64625,Nick Stillwell
23571,Tim Disney
127890,Hiroshi Nishitani
71080,Hitoshi Matsumoto
143931,Clive Gordon
110618,Cyrus Nowrasteh
31251,Herbert L. Strock
586231,Aarne Tarkas
140248,Steve Barnett
1420,Robert Drew
420555,Kurt Mattila
420556,Matt Checkowski
37493,Luis García Berlanga
89751,Albert S. Rogell
107039,Sacha Bennett
1230368,Laurie Lynd
994292,Carlton J. Albright
102844,Louis Feuillade
1046353,Eddy Moretti
1089413,Suroosh Alvi
234836,Eric Zala
66150,Yann Arthus-Bertrand
1141841,Hasan Karacadag
56380,Sergei Dvortsevoy
939271,Raquel Cepeda
84061,Daniel Barnz
145612,Guy Moshe
66979,Özhan Eren
25882,Brad Turner
94342,Warwick Thornton
28464,Jan Fethke
103679,Per Åhlin
92844,Jeff Broadstreet
1000620,John Edginton
1032100,Jamie Meltzer
66829,Sabbir Khan
195735,Hoite C. Caston
139896,Rajiv Menon
1185900,Andy Orjuela
174683,Mike Smith
1201684,Daniel DelPurgatorio
87742,Marc Webb
933169,João Moreira Salles
139039,Jeff Sherman
239911,Gregory V. Sherman
108657,Constantine Nasr
117949,Ivo Caprino
559102,Jan Cvitkovič
56197,Gerald McMorrow
124783,Perry Lang
77775,Marianna Palka
1278502,Alan G. Parker
82618,Mike Robe
58116,Hans Horn
543207,Stephen Boyum
14502,John Ireland
85758,Edward Sampson
65981,Ng See-Yuen
85333,Jens Hoffmann
1012174,Su Friedrich
105720,Eric Mandelbaum
90492,Lynn Shelton
16908,David McKay
61267,Björne Larson
86008,Jared Drake
56738,Michelle Manning
16487,Charles Winkler
34799,Harry L. Fraser
129478,John Hindman
88976,Carl Pierson
1016035,Max Linder
72908,Edgar Reitz
51023,Marcus Dunstan
48995,Christian-Jaque
82859,Craig Singer
116306,Richard Dale
82194,Neill Blomkamp
80747,Steve Shill
85552,Borja Cobeaga
35896,Richard Berry
76832,Martin Provost
108346,Sophie Barthes
213404,Lee Harry
1158867,Wan Jen
1158868,Zhuang Xiang Zeng
81437,Philippe Falardeau
1174668,Francesca Joseph
105976,Jake Kennedy
47705,Dan Zeff
116750,Yoshiaki Iwasaki
34614,Ariane Mnouchkine
233660,Hiroshi Shimizu
68167,Gil Cates Jr.
115090,James Cotten
57692,Neal Brennan
125681,Krisztina Goda
80665,R. W. Goodwin
77651,Matt Aselton
73076,Florian Schwarz
1088045,Nicolai Albrecht
107753,Shamim Sarif
84833,Zach Cregger
84834,Trevor Moore
96446,Kevin Rafferty
1030914,Leesong Hee-il
1134988,Toshio Lee
54713,Nicholas Jasenovec
48498,Mickey Liddell
84851,Hoyt Yeatman
95262,Richard Sale
228334,Alejandro Chomski
22292,Nina Gilden Seavey
931692,Stephen Higgins
94261,Russell P. Marleau
88717,J.P. McGowan
25873,Jon Cassar
1410839,Jon Fauer
25874,Tim Iacofano
1039362,Lance Hendrickson
1039363,Troy McCall
1039364,Mike P. Nelson
1039365,Steven Rhoden
1039366,Ben Trandem
109537,Ralph Hemecker
81353,Kit Ryan
87314,Peter Ettinger
126437,Riccardo Donna
131685,Elia Suleiman
1020740,Don Hardy Jr.
1020742,Dana Nachman
126707,George LaVoo
72133,Vicente Amorim
38225,Cher
1197811,Jon Else
71923,Shane Acker
227842,Susanna Nicchiarelli
40940,Gerald Thomas
1472,Ray McKinnon
976028,Colbert Clark
93468,Gareth Carrivick
1093734,Arto Koskinen
82724,Fernando González Molina
1590431,Julie Shaw
74863,Lauren Montgomery
237517,Geoffrey O'Connor
563855,Juanma Bajo Ulloa
71522,Juan Antonio Bardem
49009,Tony Mitchell
31511,Grant Heslov
123551,Chris Bouchard
53782,Jean-Pierre Gorin
937278,Groupe Dziga Vertov
1116251,Matt Tyrnauer
117168,Hank Braxtan
94305,James Cruze
157771,Charles McDougall
103008,Cherien Dabis
107446,Phil Lord
155267,Christopher Miller
1236075,Jeffrey Bell
95687,Robert Kenner
80949,Aristomenis Tsirbas
62541,Brandon Camp
237583,Juan Martínez Moreno
230217,Adrián Caetano
90591,Oren Peli
5544,Perry Moore
77082,Hunter Hill
113876,Mark Hartley
30508,Jack Sher
56213,Brillante Mendoza
93184,Lance Hammer
125354,Guru Dutt
56721,Italo Zingarelli
89154,Prabhu Deva
94815,Louie Psihoyos
92743,Jamin Winans
119293,Tarik Saleh
76946,Neil Thompson
87494,Paul Solet
11012,Michael Dougherty
69597,Drew Barrymore
17835,Ricky Gervais
1551346,Matthew Robinson
235637,Nati Baratz
134129,Benny Boom
91268,Ruben Fleischer
101518,Kevin Tancharoen
110343,Brett Simon
90277,Luke Ricci
130837,Stewart Hendler
12529,Carlos Cuarón
1190679,Andrew Piddington
12708,Peter Billingsley
78562,Phil Traill
548836,Adrián Biniez
144821,Vsevolod Pudovkin
71276,Imtiaz Ali
96323,Marcel Sarmiento
96324,Gadi Harel
944482,Javier Rebollo
110577,Morten Lindberg
88552,Jeremiah Kipp
88553,Zeke Dunn
88554,Nicole Real
88556,Glenn McQuaid
137842,Peeter Simm
18626,Andy Warhol
543652,Ritwik Ghatak
29905,Marguerite Duras
102985,Rick Ernst
97212,Harold French
524,Natalie Portman
15435,Randall Balsmeyer
239672,Felix Van Groeningen
90812,Scott Mann
233200,Fei Mu
71353,Fernando E. Solanas
937636,Octavio Getino
56369,Antonio Campos
91559,Gregory Connors
228729,Lev Kuleshov
1090890,Mark L. Bussler
74653,John Borowski
125209,Pilar Miró
130789,Keven McAlester
1041478,Heddy Honigmann
89824,Jon Wright
151007,Peter Ramsey
285104,Nabil Ayouch
126971,Marco Risi
105897,Feliks Falk
148317,Chris Landreth
2150,Kevin Greutert
18710,Marcus H. Rosenmüller
216116,Jeff Stilson
103041,Robert D. Siegel
117370,Park Kwang-hyun
86037,Jeff Crook
86038,Josh Crook
89193,Carlo Verdone
61244,Robert Vince
147671,Carlos Ávila
176980,Bobby Garabedian
12386,Nelson Pereira dos Santos
144826,Boris Barnet
936343,Humphrey Jennings
935136,Jean-Marie Straub
935137,Danièle Huillet
931236,Charles Swickard
83918,Irving Lerner
92005,Nikolaus Geyrhalter
95723,Richard Wallace
940663,Chester M. Franklin
21198,Peter Sohn
1278791,Chris Stenner
1278792,Arvid Uibel
1278793,Heidi Wittlinger
1158626,Lewis H. Moomaw
566328,Michael Sucsy
583726,Jean-Philippe Duval
62369,Olatunde Osunsanmi
127542,Bob Misiorowski
34110,Oren Moverman
116802,Todd Kessler
40282,Philippe Martinez
964037,Issa López
1513832,Caroline Zelder
95135,Robert Boris
74943,Daniel Monzón
109978,Ian Fitzgibbon
29802,Marty Feldman
1075658,Souleymane Cissé
109342,Jacques Feyder
994400,Kamal Amrohi
96112,Roy Burdine
96114,Lloyd Goldfine
94075,David Soren
47061,Jörn Donner
61510,Christopher Denham
91252,Alex Rivera
62644,50 Cent
1023485,Lee Davis
999620,Aleksandr Medvedkin
237859,Joris Ivens
1090026,Marceline Loridan-Ivens
227824,Hans-Jürgen Syberberg
55335,Mario Peixoto
387816,Bill Speers
117052,Jorge Blanco
968303,Javier Abad
1158156,Marcos Martínez
550041,Shaun Monson
105313,James Mottern
120615,Tom Ford
104831,Jeff King
931952,Lee Isaac Chung
124908,Thomas Whelan
121256,Mauritz Stiller
24886,Frédéric Forestier
163412,Jack Smith
50870,Alexander Kluge
574846,Mark Donskoy
256841,Pedro Costa
37770,Claude Autant-Lara
137660,Jaak Kilmi
1065698,Norman McLaren
231428,Peng-Yi Chang 
77173,Jose Pozo
563824,Álvaro Fernández Armero
84568,Rob Williams
93916,Regardt van den Bergh
85530,R. Balki
84265,Steven Sheil
90667,Hanna Sköld
47201,Emily Young
65167,Scott Cooper
24501,Pierre Richard
1004602,Yevgeni Bauer
121608,James Westby
134918,Peter N. Alexander
589674,Jean-Marc Piché
1110611,Jay Delaney
114841,Stephen Berra
1840038,Frances H. Flaherty
26436,Helmut Käutner
1442632,S. Mardanin
1018093,Noel M. Smith
94220,Àlex Pastor
94222,David Pastor
35738,Anil Mehta
49687,Klaus Lemke
37461,Willi Forst
127123,Oksana Bychkova
1072153,Alexander E. Sokoloff
131791,Vlad Yudin
21032,David Auburn
17208,Danny Lerner
21808,Matthew Chapman
101399,Claudia Llosa
91641,Franny Armstrong
147950,Samuel Dolhasca
1709410,Andrew Chiaramonte
1120483,Mircea Veroiu
1126277,Dan Pița
76325,Daniel Alfredson
73022,Robert Culp
101569,Alberto Cavallone
121798,Joko Anwar
53120,James DeMonaco
82566,Anders Morgenthaler
1210055,Marwan Hamed
228118,Giacomo Talamini
932161,Albert Serra
1340740,Coke Sams
40575,Michael W. Watkins
1002601,Lisandro Alonso
85818,Brian Hecker
2332,Christian Petzold
257772,João César Monteiro
80107,Akihiko Shiota
1091507,Pirjo Honkasalo
119356,Antonello Grimaldi
66856,Guillaume Ivernel
66857,Arthur Qwak
111459,Robert Baca
73508,Philippe Muyl
124269,Neil Hardwick
1024845,Nahid Persson Sarvestani
141227,Natasha Arthy
148082,Sacha Guitry
20674,Thomas Langmann
1296119,Na Hong-jin
436423,Randy Olson
480666,Katarzyna Roslaniec
1055007,Vinko Möderndorfer
144977,Larry Roemer
1137903,Sam Taylor-Johnson
102967,Oliver Hodge
90108,Mark A. Lewis
85675,Rajkumar Hirani
35784,Kunal Kohli
116357,Scott Stewart
98251,Sebastián Silva
1196433,Noah Stern
587444,Horatiu Malaele
83173,Yuthlert Sippapak
92177,Dean O'Flaherty
73833,Bo Zenga
236376,Paul Wilmshurst
1242904,Vincent J. Donehue
41611,Giovanni Pastrone
86246,Teruo Ishii
107699,Boris Acosta
236380,Michael Findlay
135890,Susan Buice
135891,Arin Crumley
122402,Kari Väänänen
55322,Nikolai Müllerschön
237350,Mario Camus
1176015,Kristopher Belman
104025,David M. Rosenthal
231550,Quentin Lee
120757,James Tinling
142714,Tomoharu Katsumata
56411,Glenn Ficarra
56412,John Requa
110266,Terrence Martin
94749,Jiang Xiao
73194,Barry Primus
130145,Gregory Greene
71506,Rémi Bezançon
57854,Cheryl Hines
101542,Ti West
1284967,Anil Sharma
1097571,Radhika Rao
1143467,Vinay Sapru
40025,Özer Kiziltan
62026,Larry Sulkis
79490,Jonas Barnes
79492,Michael Manasseri
1167115,Chris Chan Lee
61848,James Dodson
102402,Rick Jacobson
84448,Tatia Rosenthal
152183,Justin Hardy
1150487,Peter Sunde
96676,Tomm Moore
96677,Nora Twomey
109745,Lee Toland Krieger
108926,Adam Salky
85801,Anees Bazmee
588044,Jaffar Mahmood
103699,Gary Yates
78146,Patrick Alessandrin
227212,David Betances
31655,Mike Bonanno
31656,Andy Bichlbaum
567559,Kurt Engfehr
423584,Lixin Fan
96423,Aleksandr Seryj
78626,Franck Vestiel
562674,James Bonner
124635,Billy O'Brien
44263,Luis Piedrahita
44264,Rodrigo Sopeña
108835,Philippe Aractingi
81916,Tommy Wiseau
126597,Stéphane Aubier
126599,Vincent Patar
103150,Malcolm Venville
91602,Scandar Copti
91603,Yaron Shani
102382,Milan Konjević
102383,Milan Todorović
111686,Jim Field Smith
94918,Daniel Barber
122841,Kerry Anne Mullaney
145359,Gina Kim
127531,Song Hae-sung
227525,Shirley Clarke
115627,Kevin Hamedani
1300349,Tetsuro Animo
1063379,Teuvo Tulio
112289,Chris Shadley
91388,Havana Marking
111388,Joel Bergvall
111389,Simon Sandquist
45343,David A. Prior
100336,Paolo Cavara
99437,Franco Prosperi
50765,Chester Erskine
196435,John Lemont
97083,William Klein
113500,Philipp Stölzl
114404,Miguel Sapochnik
5401,Anthony Quinn
1387146,Mark Region
138857,Jacques Cluzaud
85048,Kabir Khan
56251,Kevin Heffernan
224512,Dan Mintz
84200,Javor Gardev
126809,Lee Joon-ik
66514,Adam Jay Epstein
66517,Andrew Jacobson
92779,Pablo Proenza
143948,Sam Jaimes
62941,John Hyams
71088,Shaad Ali
32069,Francis Girod
56203,Helma Sanders-Brahms
110519,Yoshishige Yoshida
1180610,Nadine Trintignant
1207807,Sarah Moon
54645,Nia Vardalos
112206,Astra Taylor
1046842,Minoru Ohara
23388,Hippolyte Girardot
68892,Paul Harather
1176421,Lee Bennett Sobel
543714,François Bouvier
107765,Gabriel Cowan
83998,Juraj Herz
55587,Peter Stebbings
123512,Linas Phillips
942889,Shashilal K. Nair
932629,Pasupuleti Krishna Vamsi
93595,Ulrik Imtiaz Rolfsen
35805,Aziz Mirza
77488,Saul Blinkoff
92694,Elliot M. Bour
92695,Robin Steele
32552,Adrian Hoven
71031,Michael Armstrong
129715,Agnieszka Wojtowicz-Vosloo
134615,Gregory Mackenzie
1219521,Mark Goffman
212408,Johan Renck
117120,Yôhei Fukuda
88953,Harold Lloyd
114596,Jake Goldberger
235503,Joonas Berghäll
235504,Mika Hotakainen
56470,Javier Fesser
77257,Kevin Booth
109534,Joey Stewart
71046,Michael Lander
89518,Mack Sennett
98521,Floria Sigismondi
1489746,Jamie King
125282,Cătălin Mitulescu
68976,Lionel Delplanque
85337,Te-Sheng Wei
109893,Veikko Aaltonen
590487,Ian Poitier
92029,Gabriel Bologna
554929,Dilip Mehta
146544,Audrey Ewell
146545,Aaron Aites
583825,José Quintero
222095,Gavin Maxwell
108560,Adrian Pennick
936014,Anthony Fabian
1067469,K. S. Adiyaman
122905,Lance Comfort
550043,Brett Harvey
78160,Luca Guadagnino
108250,Stephen Cragg
72134,Steve Jacobs
933072,Gerald Peary
147095,Bill Bryden
86166,Beth Schacter
74099,Howard E. Baker
122423,Yorgos Lanthimos
222583,William Wesley
130313,Walerian Borowczyk
12711,R.D. Robb
111346,Nils Wåhlin
111345,Martin Kjellberg
137477,Jonathan Mossek
1000953,Wes Llewellyn
115279,Fredrik Gertten
110329,Mike Million
114597,Julie Anne Robinson
122913,Paul Nicholas
118639,Tom Six
1006872,Chang Tso-chi
131617,Banksy
239386,Yasuharu Hasebe
110356,Samuel Maoz
96486,John Harlow
133303,Joonas Neuvonen
62863,Jorma Taccone
67716,Philippe Haïm
31039,Nonzee Nimibutr
213393,Radivoje 'Raša' Andrić
62661,Erin Berry
150958,John Maringouin
940777,Alberto Cardone
52172,Sam Newfield
114545,Ivan Engler
114546,Ralph Etter
20031,Samuel Bayer
117794,Chris Morris
81159,Christian Molina
550149,Dan Merchant
94052,Yosuke Fujita
118606,Janus Metz Pedersen
111588,J Blakeson
133693,Keisuke Toyoshima
235146,Akio Yoshida
240845,Keita Amemiya
1078041,Hirohisa Sasaki
1111194,Ryuta Miyake
1129755,Shunichi Hirano
1508420,Kôsuke Suzuki
1015967,Saara Cantell
1072336,Ray Ashley
1072337,Morris Engel
1072338,Ruth Orkin
142013,Gareth Evans
585182,Mads Brügger
87893,Donato Rotunno
114380,Paresh Mokashi
8783,Eric Bana
56373,Jean-Stéphane Sauvaire
258,Gael García Bernal
1294627,Yoo Ha
73752,João Pedro Rodrigues
148331,Lenka Hellstedt
46054,Reha Erdem
107855,Hideki Futamura
111059,Anthony DiBlasi
39189,Stephen Merchant
557515,Bret Wood
139098,Derek Cianfrance
1046101,Scott Sidney
98514,Stephanie Rothman
89927,William H. Pine
1011002,Justin Steele
95320,Rodrigo Cortés
433134,Jesper Ganslandt
115725,Nick Cohen
115947,Michael Staininger
1522755,Faiza Ahmed Khan
90204,José Mojica Marins
78176,Dominic Brigstocke
198148,Bruce Leddy
53372,Nandita Das
593017,Basu Chatterjee
227392,Daniele Vicari
17697,John Krasinski
105251,Severin Eskeland
116076,Greg Franklin
116771,Michael Landon
114001,Markus Goller
113225,Alan Poul
122777,Hanno Höfer
122778,Constantin Popescu
122779,Ioana Uricaru
122780,Razvan Marculescu
233134,Yannis Smaragdis
76242,Noel Clarke
1114,Jon Harris
130051,Craig Moss
460200,Anna Melikyan
57961,Joshua Goldin
105239,Stuart Hazeldine
134811,Kōji Wakamatsu
109598,Šarūnas Bartas
85085,Oliver Irving
107252,Ken Ghosh
233263,Anthony Byrne
1156260,Brad J. Silverman
590054,Robert Saitzyk
239063,Umesh Shukla
130023,Stuart Burge
8,Lee Unkrich
1020854,Mario Piluso
95510,Sujoy Ghosh
1144856,Greg Williams
238137,Gerardo Naranjo
108847,Timo Koivusalo
17845,Michael Meredith
37561,Fernando Colomo
131249,Alexandre Franchi
126973,Aurelio Grimaldi
80988,Amy Redford
123132,Jac Schaeffer
138330,Christine Edzard
80972,Duane Crichton
124713,Michael Stephenson
122673,Wendy Jo Carlton
30723,Sidney Sheldon
109735,Mahesh Nair
129097,Aaron Woodley
38856,Robert Salis
74378,Aleksandar Petrović
21246,Corbin Bernsen
1171039,Valentin Vaala
138705,Andrés Luque
138706,Samuel Martín Mateos
19804,Manuel Huerga
6868,Kevin Burns
1308941,Edith Becker
290661,Tom Cairns
149501,Michael Lange
98335,Christopher P. Garetano
945172,Mark Cowen
133331,Reginald Harkema
208312,Bruce Goodison
124747,Pierre Coffin
124748,Chris Renaud
447550,Tristan Loraine
85717,David Gleeson
95407,Jeffery Scott Lando
58616,Sakichi Satô
589006,Derek Sieg
129718,Shana Feste
52264,Rituparno Ghosh
58861,Russell Rouse
113889,Paolo Barzman
129716,Julio DePietro
236928,Gregory J. Read
1048402,Bill Douglas
134704,Wu Ma
112403,Gerardo de Leon
8333,Eddie Romero
574660,Srđan Spasojević
72299,Ursula Meier
124830,Lisa Barros D'Sa
124831,Glenn Leyburn
124279,Brandon Vietti
21306,Albert Austin
128200,Larry Semon
933253,Zoltán Huszárik
142195,Ben Steinbauer
1024473,Monta Bell
118899,Sam Gorski
118900,Niko Pueringer
93517,Jack Gulick
975,Nick Moran
88519,Evan Richards
123990,Reed Cowan
123991,Steven Greenstreet
113600,Susanna White
72769,Gianni Di Gregorio
935643,Thanasis Papathanasiou
935644,Michalis Repas
118506,Stefan Faldbakken
95700,Rune Denstad Langlo
139210,Manmohan Desai
34590,Alain Robbe-Grillet
1051285,Darko Lungulov
124640,Kôji Shiraishi
996070,Charles Adelman
999760,Eran Creevy
1044807,Edgard Navarro
1474242,Karsten Wedel
121781,Risto Jarva
90081,Fouad Mikati
238940,Ilksen Basarir
26328,Tom Toelle
101930,Alex Chandon
16042,Claude Binyon
550045,Jeff Zimbalist
550046,Michael Zimbalist
53805,Michele Mulroney
53806,Kieran Mulroney
118346,Ragnar Bragason
1054723,Seppo Huunonen
114334,David Michôd
146110,Kimberly Reed
81502,Pete McCormack
15684,Paul Schneider
133423,Prakash Jha
156039,Krishna Rao
143593,Xavier Dolan
131321,Thomas Balmès
86981,Paul Oremland
114636,Shyam Benegal
1258313,Antony Thomas
557418,Song Il-gon
85279,Jonathan Glatzer
54869,Paul Scheuring
81327,David Nerlich
81328,Andrew Traucki
932396,Frank Urson
19912,Ute Wieland
19920,Bruno Grass
58292,Aaron Schneider
94608,Nancy Bardawil
93991,Soi Cheang
83275,Steven Jacobson
225009,Pablo Larraín
82351,Henrik Ruben Genz
73289,Conor McPherson
126910,Derrick Borte
69711,Jugal Hansraj
209879,Tze Chun
119498,Joann Sfar
41349,Michael Preece
119846,Eric Norris
54291,Gilles Lellouche
93533,Tristan Aurouet
132858,Ryan Page
132859,Christopher Pomerenke
111216,Bohdan Sláma
122186,Daisuke Nishio
120245,Daniel Stamm
40615,Jerzy Kawalerowicz
173624,Karen Peterson
176058,Marsh Lamore
1100798,Milton Gray
1100799,Bob Shellhorn
1100800,Mike Svayko
119194,Yannick Dahan
119195,Benjamin Rocher
111352,Henrik Hellström
111353,Fredrik Wenzel
83263,Piotr Szulkin
23499,Bassam Kurdali
1095832,Nicolas Alberny
1095833,Jean Mach
124294,Josh Fox
583311,Eric Bricker
240600,Philippe Diaz
61847,Ethan Maniquis
97573,Lee Sholem
122520,Ryan Barton-Grimley
143402,Karin Albou
578064,Ceri Levy
130523,Shane Thueson
130895,Russell Thomas
213329,Damani Baker
1413199,Alex Vlack
18161,Simon Verhoeven
1497207,David de Vos
146682,Stan Foster
92893,Geir Hansteen Jorgensen
1043312,Kim Ki-young
146438,Bertrand Bonello
236959,Arto Halonen
107084,Colin Eggleston
932632,Matt McCormick
228801,Anthony Fankhauser
133794,George VanBuskirk
221692,Simon Hynd
1893,Casey Affleck
79272,Ella Lemhagen
77863,Toni Myers
229574,David Gill
132876,Brad Peyton
102201,Yoshiyuki Kuroda
24492,Pierre Schoendoerffer
114004,Noah Buschel
69830,Doze Niu Cheng-Tse
563413,Paola Mendoza
563421,Gloria La Morte
129564,Radu Muntean
934401,Anders Grönros
